image_path,extracted_text
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8807.png,SebEnu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8808.png,0F2524
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8809.png,EZuVb4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8810.png,qY9AMH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8811.png,sKAh8L
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8812.png,YSIpqv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8813.png,tQOrda
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8814.png,73t8zk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8815.png,OCZvd4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8816.png,tgQnxs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8817.png,6mSqqb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8818.png,83Ohuh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8819.png,GCAIXb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8820.png,Iwfboh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8821.png,fg4GIA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8822.png,SmFEaT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8823.png,MyEMrk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8824.png,BKtAVE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8825.png,SSISNN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8826.png,RuuVy9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8827.png,IRD320
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8828.png,47tbZE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8829.png,eBbviT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8830.png,Saa2Tu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8831.png,HLBnAZ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8832.png,Oylkfz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8833.png,bEMVK8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8834.png,Q7sq4F
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8835.png,AlkuAE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8836.png,6boUQK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8837.png,bGJ4lj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8838.png,kKIxHU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8839.png,KLUqYr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8840.png,GvaShR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8841.png,QujfFg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8842.png,EvxChw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8843.png,GGkEiS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8844.png,pIaKUQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8845.png,ZAhTP4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8846.png,IYZxkx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8847.png,rKeWcB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8848.png,fgeGQK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8849.png,miwprf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8850.png,WXGAqG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8851.png,Ze8Sn4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8852.png,wqOeza
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8853.png,3ozmUI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8854.png,Z9zLTk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8855.png,JMovio
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8856.png,zixAuy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8857.png,aNOFcH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8858.png,xazsOa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8859.png,SCcSqF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8860.png,X6lpXn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8861.png,pleDoH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8862.png,epGvsb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8863.png,BTOkUC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8864.png,yNxxnB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8865.png,YNXFDX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8866.png,XOuXud
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8867.png,kv8rvj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8868.png,LSwNZv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8869.png,ZUN2SI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8870.png,35cetH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8871.png,Bsztp1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8872.png,Rgnj50
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8873.png,GEu6wf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8874.png,BmmXEC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8875.png,DihDoW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8876.png,Ppcd99
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8877.png,MbDzrR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8878.png,YTzEZQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8879.png,xBgK3J
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8880.png,IfYmfx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8881.png,2Naf9A
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8882.png,ZwZPTo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8883.png,IxjMGS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8884.png,IRbCxD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8885.png,H5277c
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8886.png,OISZAL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8887.png,L9IEPg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8888.png,cLIqqn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8889.png,3jhhRT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8890.png,OWRvgw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8891.png,fFyYxG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8892.png,Vq8y72
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8893.png,a2L4Xk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8894.png,8LkOh8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8895.png,MryQkd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8896.png,CSIgn1
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8897.png,nOaMIO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8898.png,sOjAaw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8899.png,Cwjech
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8900.png,8Pqm56
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8901.png,e3BOr8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8902.png,RRxqno
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8903.png,OjQobi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8904.png,jTnZcw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8905.png,IBdAXN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8906.png,TYNLZ3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8907.png,NQh4hl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8908.png,tXiVQp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8909.png,PrMZcw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8910.png,6WsKTx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8911.png,2LYIWO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8912.png,Odcokl
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8913.png,2ZUFa?
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8914.png,SwCxER
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8915.png,DsJTHO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8916.png,cUddLO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8917.png,Cy1JxJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8918.png,OvZZ3W
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8919.png,6Ex3BI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8920.png,WCZFI7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8921.png,R9ITs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8922.png,2ybfo8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8923.png,alTnYa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8924.png,xzmSei
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8925.png,VUZH3b
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8926.png,9mgttL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8927.png,mdK7Gg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8928.png,cYTDHH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8929.png,OADZEi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8930.png,Rpufxz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8931.png,gCngh6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8932.png,YQUk65
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8933.png,ICZAm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8934.png,JW8Oho
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8935.png,pnobce
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8936.png,niBIcr
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8937.png,9xSTos
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8938.png,ZoMkZE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8939.png,Vnpb3y
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8940.png,XZFCDC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8941.png,OiJUky
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8942.png,04Fza4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8943.png,80EmRi
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8944.png,hxbmzk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8945.png,hETYRI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8946.png,xYhxuz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8947.png,RhJ6za
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8948.png,AiPALq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8949.png,SHywQ2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8950.png,cYhDAb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8951.png,tQGgyU
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8952.png,d3NwNJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8953.png,Mo70j6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8954.png,is1QPQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8955.png,qMdtsG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8956.png,LkXDvt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8957.png,DLd9L9
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8958.png,QHLSQX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8959.png,r55t2A
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8960.png,WADrVf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8961.png,BKEFSK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8962.png,qYmQq
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8963.png,Lsmmje
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8964.png,jhpNPI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8965.png,tg3963
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8966.png,Ajpw8z
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8967.png,nxiXfG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8968.png,rioQdm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8969.png,hRZgMV
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8970.png,WEgWu4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8971.png,OSxccs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8972.png,41PfPs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8973.png,qvjUDQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8974.png,jwzcSh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8975.png,47bBFL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8976.png,7MOIxz
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8977.png,PCTOx7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8978.png,fUMWEO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8979.png,zRawjA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8980.png,bTDazk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8981.png,goE9pT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8982.png,I29bdy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8983.png,4cTz83
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8984.png,faZCtN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8985.png,8MyOrK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8986.png,pY8CTs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8987.png,AwPnKH
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8988.png,LWNU2J
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8989.png,VZapow
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8990.png,ZJnysK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8991.png,e2PWOR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8992.png,SeUu6L
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8993.png,SYbZEo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8994.png,Qo2FV7
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8995.png,AITLUY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8996.png,m3e92M
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8997.png,XXILC3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8998.png,X4Vxlt
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_8999.png,YXBGNC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9000.png,NWUDOK
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9001.png,CdqeEN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9002.png,VIBN9Q
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9003.png,4BHIJF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9004.png,ULuvme
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9005.png,TuVYc8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9006.png,Hpzo6I
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9007.png,Snd1OR
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9008.png,VOkTdx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9009.png,tMd2BS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9010.png,LQJOX2
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9011.png,TzilwT
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9012.png,zJCGm8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9013.png,FLyDpL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9014.png,EnFlzX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9015.png,17taPw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9016.png,MuhHIY
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9017.png,FfgVhx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9018.png,z8qWav
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9019.png,IT88Jp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9020.png,YTbjco
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9021.png,eUuORg
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9022.png,t9Zplx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9023.png,SfPEyS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9024.png,mTiB49
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9025.png,cFSrnk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9026.png,t52ejf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9027.png,X4AJ70
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9028.png,v9hawP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9029.png,qglfqo
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9030.png,rS6Ro3
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9031.png,vOvAsn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9032.png,mMLaya
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9033.png,ADus?N
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9034.png,MJce4j
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9035.png,cLzTiy
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9036.png,VZOSNVv
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9037.png,ytdjrX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9038.png,LaMhJx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9039.png,FiGtu8
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9040.png,OZpuJQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9041.png,MHF4Ky
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9042.png,Ond9MB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9043.png,vzDaOw
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9044.png,7K3HDB
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9045.png,fUxOxD
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9046.png,nH6241
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9047.png,QwZmJN
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9048.png,4EDgQ6
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9049.png,m6b88L
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9050.png,mUznVa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9051.png,CZcrnk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9052.png,CLchUG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9053.png,imjKho
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9054.png,YvtPIQ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9055.png,rZLUYx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9056.png,RFGryX
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9057.png,RgdKUF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9058.png,954HkL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9059.png,PbBJUh
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9060.png,6EyGze
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9061.png,nisPOJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9062.png,mnJHEk
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9063.png,maSoFO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9064.png,ISC6WL
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9065.png,HmTvPb
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9066.png,msBqgP
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9067.png,SYwZhS
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9068.png,cuPBuc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9069.png,2e72zj
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9070.png,vDi4gO
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9071.png,GdiJWf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9072.png,T8aybG
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9073.png,Vf4cC4
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9074.png,oyuzwp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9075.png,1OfUYW
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9076.png,yV3qal
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9077.png,PKebok
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9078.png,FSQ9Pa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9079.png,bwoiHE
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9080.png,zfoF2D
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9081.png,4T1ZXI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9082.png,C3kPAu
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9083.png,apKFWn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9084.png,JXbaXA
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9085.png,RqP9sn
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9086.png,ODeWnf
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9087.png,T9n7Ks
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9088.png,112253
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9089.png,tATOdp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9090.png,pfRbHI
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9091.png,EujhWp
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9092.png,uJxaFa
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9093.png,ktz87t
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9094.png,ISTsJc
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9095.png,NPC2Cm
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9096.png,K32ARJ
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9097.png,9ZT2dx
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9098.png,I2ldAd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9099.png,glgZuF
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9100.png,CaWn8J
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9101.png,PObPNC
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9102.png,v29jSe
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9103.png,WOORWs
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9104.png,F91Zd
C:/Users/nazih/Desktop/Decoding-Audio-Captchas/images\captcha_9105.png,Vb2SAI
